G,R,X,Y,UID,GR
Male,Black,-6.752500711,-1.052677255,68,MB
Male,Black,0.770990042,-0.700118895,69,MB
Female,Black,0.770990042,1.062672903,70,FB
Male,White,-1.431007251,-1.757793975,71,MW
Male,Black,0.403990493,-1.405235615,72,MB
Male,White,0.403990493,-1.405235615,73,MW
Male,Black,-2.532005898,-1.757793975,74,MB
Male,White,-0.14650883,0.710114543,75,MW
Female,White,0.587490268,0.357556184,76,FW
Male,White,0.770990042,1.062672903,77,MW
Female,Black,0.587490268,1.062672903,78,FB
Female,White,-1.064007702,0.357556184,79,FW
Male,White,0.587490268,1.062672903,80,MW
Male,Black,0.403990493,-0.700118895,81,MB
Male,White,0.587490268,0.710114543,82,MW
Male,Black,0.770990042,1.062672903,83,MB
Male,White,0.770990042,1.062672903,84,MW
Female,Black,0.587490268,-1.757793975,85,FB
Male,Black,-1.064007702,-1.052677255,86,MB
Male,Black,-1.064007702,-0.347560536,87,MB
Male,Black,-0.513508379,0.004997824,88,MB
Female,Black,-0.330008604,-1.405235615,89,FB
Male,Black,0.587490268,-1.405235615,90,MB
Female,Black,0.770990042,1.415231263,91,FB
Male,Black,-1.431007251,-0.700118895,92,MB
Male,Black,0.770990042,1.415231263,93,MB
Female,Black,0.220490719,-1.757793975,94,FB
Male,Black,0.770990042,0.357556184,95,MB
Female,Black,0.587490268,0.357556184,96,FB
Male,White,0.587490268,0.357556184,97,MW
Female,White,0.403990493,-0.700118895,98,FW
Male,Black,0.770990042,-0.700118895,99,MB
Male,White,0.587490268,1.062672903,100,MW
Male,Black,0.770990042,1.062672903,101,MB
Male,White,-0.14650883,1.415231263,102,MW
Male,Black,0.770990042,1.062672903,103,MB
Female,Black,0.036990944,-0.700118895,104,FB
Male,Black,0.587490268,1.415231263,105,MB
Male,Black,-0.513508379,0.357556184,106,MB
Male,Black,-0.513508379,-1.405235615,107,MB
Male,Black,-0.14650883,-0.347560536,108,MB
Male,Black,0.587490268,1.415231263,109,MB
Male,White,0.770990042,1.415231263,110,MW
Male,Black,0.770990042,0.004997824,111,MB
Male,Black,-3.266004996,-1.052677255,112,MB
Male,Black,0.770990042,1.415231263,113,MB
Male,Black,0.403990493,1.415231263,114,MB
Male,White,-0.513508379,0.357556184,115,MW
Male,Black,0.587490268,-1.405235615,116,MB
Male,Black,-0.697008153,-1.405235615,117,MB
Male,White,0.587490268,0.710114543,118,MW
Male,Black,0.587490268,1.062672903,119,MB
Female,Black,0.770990042,0.357556184,120,FB
Male,Black,0.587490268,0.710114543,121,MB
Male,White,0.770990042,1.415231263,122,MW
Male,White,0.220490719,0.357556184,123,MW
Female,Black,-3.44950477,-1.405235615,124,FB
Male,Black,0.036990944,0.004997824,125,MB
Male,Black,0.587490268,-1.757793975,126,MB
Female,White,-0.330008604,-1.405235615,127,FW
Male,Black,0.587490268,1.415231263,128,MB
Female,Black,0.770990042,-1.405235615,129,FB
Male,White,-0.330008604,1.415231263,130,MW
Male,Black,-1.7980068,-1.405235615,131,MB
Male,Black,0.587490268,0.004997824,132,MB
Male,Black,0.770990042,1.415231263,133,MB
Male,White,0.220490719,0.710114543,134,MW
Female,Black,0.587490268,-0.700118895,135,FB
Female,Black,0.036990944,-0.347560536,136,FB
Male,Black,-1.064007702,-1.757793975,137,MB
Male,Black,0.220490719,0.357556184,138,MB
Male,Black,-1.064007702,-1.405235615,139,MB
Male,Black,0.587490268,-1.405235615,140,MB
Male,White,-1.431007251,0.357556184,141,MW
Male,White,0.770990042,1.415231263,142,MW
Male,Black,-1.431007251,-1.405235615,143,MB
Male,White,0.770990042,0.004997824,144,MW
Male,Black,0.220490719,1.062672903,145,MB
Male,Black,0.220490719,0.357556184,146,MB
Male,Black,-1.7980068,-1.405235615,147,MB
Male,White,0.770990042,1.415231263,148,MW
Male,Black,-3.633004545,-1.052677255,149,MB
Male,White,-0.513508379,0.004997824,150,MW
Male,White,0.587490268,-1.052677255,151,MW
Female,Black,0.403990493,1.062672903,152,FB
Male,Black,0.587490268,-0.347560536,153,MB
Female,White,-0.697008153,0.004997824,154,FW
Male,Black,0.770990042,0.710114543,155,MB
Male,Black,0.770990042,-1.052677255,156,MB
Male,Black,0.587490268,-0.347560536,157,MB
Male,Black,0.220490719,0.357556184,158,MB
Female,Black,0.587490268,1.415231263,159,FB
Male,Black,0.770990042,-0.700118895,160,MB
Male,Black,-1.064007702,-0.700118895,161,MB
Male,Black,0.036990944,-1.757793975,162,MB
Female,White,0.770990042,0.710114543,163,FW
Female,Black,0.587490268,0.710114543,164,FB
Male,Black,0.403990493,-0.347560536,165,MB
Male,White,0.403990493,1.415231263,166,MW
Male,White,0.770990042,1.415231263,167,MW
Male,White,0.403990493,0.357556184,168,MW
Male,Black,0.770990042,-1.052677255,169,MB
Male,Black,0.403990493,1.415231263,170,MB
Male,White,0.036990944,0.357556184,171,MW
Male,Black,0.036990944,0.357556184,172,MB
Male,Black,0.036990944,0.357556184,173,MB
Male,Black,-0.14650883,0.710114543,174,MB
Male,White,0.587490268,0.710114543,175,MW
Male,Black,0.036990944,-1.052677255,176,MB
Male,White,0.036990944,0.710114543,177,MW
Male,Black,0.587490268,1.062672903,178,MB
Female,Black,0.036990944,1.415231263,179,FB
Male,White,0.403990493,0.710114543,180,MW
Male,Black,-0.880507928,-1.757793975,181,MB
Male,Black,-0.330008604,-1.405235615,182,MB
Male,White,-0.513508379,0.004997824,183,MW
Male,Black,0.403990493,-1.405235615,184,MB
Male,White,-5.651502064,-0.347560536,185,MW
Male,White,0.587490268,0.710114543,186,MW
Male,Black,0.220490719,0.004997824,187,MB
Female,White,0.587490268,0.357556184,188,FW
Female,Black,0.770990042,0.710114543,189,FB
Male,White,0.770990042,0.004997824,190,MW
Male,Black,0.770990042,1.062672903,191,MB
Male,Black,0.770990042,1.415231263,192,MB
Male,Black,-1.431007251,-1.405235615,193,MB
Male,Black,0.587490268,-0.347560536,194,MB
Male,Black,0.403990493,0.710114543,195,MB
Male,Black,0.220490719,-1.757793975,196,MB
Female,White,0.587490268,-0.347560536,197,FW
Male,White,0.587490268,-0.347560536,198,MW
Male,Black,-0.330008604,-1.757793975,199,MB
Male,Black,0.403990493,0.004997824,200,MB
Male,Black,0.403990493,0.357556184,201,MB
Male,Black,0.036990944,-1.757793975,202,MB
Female,Black,0.587490268,0.357556184,203,FB
Male,Black,0.770990042,0.710114543,204,MB
Male,Black,0.587490268,0.710114543,205,MB
Male,White,0.587490268,-0.347560536,206,MW
Male,Black,0.220490719,-1.405235615,207,MB
Male,White,0.770990042,1.415231263,208,MW
Female,White,0.770990042,1.415231263,209,FW
Male,Black,-0.330008604,-1.052677255,210,MB
Female,White,0.770990042,1.415231263,211,FW
Male,Black,0.770990042,1.415231263,212,MB
Male,Black,0.770990042,0.710114543,213,MB
Male,Black,-0.513508379,-1.052677255,214,MB
Male,Black,0.220490719,-1.405235615,215,MB
Male,White,0.403990493,-0.700118895,216,MW
Male,Black,-3.266004996,-1.405235615,217,MB
Male,Black,0.587490268,0.004997824,218,MB
Male,Black,0.587490268,1.415231263,219,MB
Male,Black,-0.330008604,0.357556184,220,MB
Male,White,-3.44950477,-1.052677255,221,MW
Male,Black,-1.247507477,-1.052677255,222,MB
Male,Black,0.036990944,-1.405235615,223,MB
Male,White,0.403990493,0.710114543,224,MW
Male,Black,-1.614507026,-0.700118895,225,MB
Male,Black,0.403990493,0.004997824,226,MB
Male,Black,0.770990042,-1.405235615,227,MB
Male,Black,0.036990944,0.710114543,228,MB
Male,Black,-0.697008153,-1.052677255,229,MB
Male,White,0.220490719,1.415231263,230,MW
Male,Black,0.403990493,1.062672903,231,MB
Male,Black,0.220490719,1.415231263,232,MB
Male,Black,0.770990042,0.710114543,233,MB
Male,Black,-1.064007702,-0.347560536,234,MB
Female,White,0.587490268,1.415231263,235,FW
Male,Black,-0.330008604,0.710114543,236,MB
Male,White,0.770990042,0.004997824,237,MW
Male,Black,-0.513508379,-0.347560536,238,MB
Male,Black,0.770990042,1.415231263,239,MB
Male,Black,-2.899005447,-0.700118895,240,MB
Male,Black,0.403990493,-0.700118895,241,MB
Male,Black,0.770990042,1.415231263,242,MB
Male,Black,0.770990042,0.004997824,243,MB
Male,White,0.403990493,1.415231263,244,MW
Male,Black,0.403990493,0.357556184,245,MB
Male,White,0.036990944,-1.052677255,246,MW
Male,Black,0.587490268,-0.347560536,247,MB
Female,Black,0.403990493,-1.757793975,248,FB
Male,White,0.587490268,-1.757793975,249,MW
Male,White,0.587490268,1.415231263,250,MW
Male,Black,0.587490268,0.004997824,251,MB
Male,Black,0.403990493,-1.757793975,252,MB
Male,Black,0.770990042,1.062672903,253,MB
Male,White,0.220490719,1.415231263,254,MW
Female,Black,0.403990493,1.062672903,255,FB
Male,Black,0.770990042,1.415231263,256,MB
Male,Black,0.036990944,0.710114543,257,MB
Female,Black,0.587490268,-1.757793975,258,FB
Male,Black,0.770990042,-1.052677255,259,MB
Male,Black,-1.431007251,-1.052677255,260,MB
Male,Black,0.770990042,-0.347560536,261,MB
Male,Black,0.403990493,0.004997824,262,MB
Male,White,-0.14650883,0.004997824,263,MW
Male,White,0.770990042,0.357556184,264,MW
Male,Black,0.036990944,0.710114543,265,MB
Male,Black,-1.247507477,-1.405235615,266,MB
Male,Black,0.036990944,-1.757793975,267,MB
Male,White,0.587490268,1.415231263,268,MW
Male,Black,-1.064007702,-0.347560536,269,MB
Male,Black,-4.183503868,-1.405235615,270,MB
Male,Black,-0.697008153,-0.700118895,271,MB
Female,Black,-0.330008604,-1.405235615,272,FB
Male,Black,0.587490268,1.415231263,273,MB
Male,Black,-1.247507477,-0.347560536,274,MB
Male,White,0.587490268,0.004997824,275,MW
Male,Black,0.770990042,1.062672903,276,MB
Male,Black,0.770990042,-1.757793975,277,MB
Male,White,0.403990493,1.062672903,278,MW
Male,White,0.403990493,1.415231263,279,MW
Male,White,0.220490719,-0.347560536,280,MW
Male,Black,0.220490719,1.415231263,281,MB
Male,White,0.770990042,1.415231263,282,MW
Male,Black,0.770990042,1.415231263,283,MB
Male,Black,0.587490268,0.357556184,284,MB
Female,White,-0.330008604,-1.405235615,285,FW
Male,White,-0.14650883,-1.405235615,286,MW
Male,Black,0.036990944,-0.700118895,287,MB
Male,Black,0.770990042,1.062672903,288,MB
Male,Black,0.220490719,0.357556184,289,MB
Male,White,0.770990042,0.710114543,290,MW
Male,Black,-0.330008604,0.004997824,291,MB
Male,Black,-2.715505673,0.710114543,292,MB
Male,Black,-5.101002741,-0.347560536,293,MB
Male,White,0.587490268,0.004997824,294,MW
Male,White,0.770990042,1.415231263,295,MW
Male,White,0.770990042,1.062672903,296,MW
Male,White,0.220490719,0.710114543,297,MW
Male,Black,-1.247507477,0.004997824,298,MB
Male,Black,-0.330008604,0.357556184,299,MB
Male,Black,0.587490268,1.415231263,300,MB
Male,Black,0.587490268,0.710114543,301,MB
Female,Black,-0.14650883,0.357556184,302,FB
Male,Black,-0.880507928,-0.700118895,303,MB
Male,Black,0.036990944,0.004997824,304,MB
Male,White,0.770990042,-0.700118895,305,MW
Male,Black,0.220490719,0.004997824,306,MB
Male,White,0.220490719,0.357556184,307,MW
Male,White,-0.880507928,0.357556184,308,MW
Male,Black,0.587490268,0.710114543,309,MB
Male,Black,-0.330008604,0.357556184,310,MB
Male,White,0.770990042,1.415231263,311,MW
Male,Black,0.770990042,1.415231263,312,MB
Male,Black,-3.082505221,-1.757793975,313,MB
Male,Black,-1.614507026,-0.700118895,314,MB
Male,White,-0.880507928,-1.757793975,315,MW
Male,White,0.770990042,1.415231263,316,MW
Male,Black,0.036990944,-1.405235615,317,MB
Male,Black,0.587490268,1.415231263,318,MB
Male,White,0.587490268,-0.347560536,319,MW
Male,Black,0.770990042,0.710114543,320,MB
Male,White,0.587490268,1.062672903,321,MW
Male,Black,-0.513508379,0.004997824,322,MB
Male,Black,-0.14650883,-0.347560536,323,MB
Male,Black,0.220490719,-0.347560536,324,MB
Male,Black,0.403990493,0.710114543,325,MB
Male,Black,0.036990944,0.004997824,326,MB
Male,White,0.770990042,1.415231263,327,MW
Male,Black,0.220490719,-0.700118895,328,MB
Male,Black,0.403990493,0.710114543,329,MB
Male,White,0.770990042,-0.347560536,330,MW
Male,Black,-3.633004545,-1.052677255,331,MB
Male,Black,0.770990042,0.004997824,332,MB
Male,White,0.587490268,0.357556184,333,MW
Male,White,0.036990944,0.357556184,334,MW
Male,Black,-0.513508379,-1.052677255,335,MB
Male,Black,0.036990944,0.357556184,336,MB
Male,White,-1.064007702,0.710114543,337,MW
Female,Black,-0.14650883,1.062672903,338,FB
Male,Black,-1.7980068,-0.700118895,339,MB
Male,Black,0.220490719,-0.347560536,340,MB
Male,Black,0.770990042,1.415231263,341,MB
Female,White,0.587490268,1.415231263,342,FW
Male,White,0.036990944,1.415231263,343,MW
Male,Black,-0.14650883,-0.347560536,344,MB
Male,White,0.770990042,0.357556184,345,MW
Male,Black,0.770990042,1.062672903,346,MB
Male,Black,0.770990042,1.415231263,347,MB
Female,White,0.770990042,0.004997824,348,FW
Male,Black,0.587490268,0.710114543,349,MB
Male,Black,0.403990493,-1.052677255,350,MB
Male,Black,0.403990493,-0.700118895,351,MB
Male,Black,-1.064007702,-1.757793975,352,MB
Female,Black,0.770990042,1.415231263,353,FB
Male,Black,0.770990042,-1.757793975,354,MB
Male,Black,0.770990042,-0.700118895,355,MB
Male,White,-0.14650883,-0.347560536,356,MW
Male,White,0.587490268,1.415231263,357,MW
Male,Black,0.036990944,-0.700118895,358,MB
Male,Black,0.770990042,-1.052677255,359,MB
Male,Black,0.220490719,0.004997824,360,MB
Male,White,0.587490268,1.062672903,361,MW
Male,Black,-0.880507928,0.710114543,362,MB
Male,Black,-0.697008153,0.710114543,363,MB
Female,White,0.403990493,-1.757793975,364,FW
Female,White,0.587490268,-1.757793975,365,FW
Male,Black,0.770990042,1.415231263,366,MB
Male,Black,-1.7980068,-0.347560536,367,MB
Male,Black,-0.14650883,-1.405235615,368,MB
Male,White,0.403990493,-0.700118895,369,MW
Male,White,0.036990944,-1.405235615,370,MW
Male,White,0.770990042,0.004997824,371,MW
Male,White,0.036990944,0.004997824,372,MW
Male,Black,-2.899005447,-1.405235615,373,MB
Female,Black,0.220490719,1.062672903,374,FB
Male,Black,0.770990042,0.710114543,375,MB
Male,Black,-0.513508379,-1.052677255,376,MB
Female,Black,-0.880507928,-0.347560536,377,FB
Female,White,0.770990042,-0.347560536,378,FW
Male,White,0.587490268,1.062672903,379,MW
Male,Black,0.770990042,0.357556184,380,MB
Male,Black,-1.431007251,-0.700118895,381,MB
Male,White,0.770990042,1.415231263,382,MW
Male,Black,-3.266004996,-1.757793975,383,MB
Male,Black,-2.715505673,-1.405235615,384,MB
Male,Black,0.220490719,-0.700118895,385,MB
Male,Black,0.587490268,-1.405235615,386,MB
Male,Black,0.587490268,-0.347560536,387,MB
Male,Black,0.587490268,1.062672903,388,MB
Male,White,0.770990042,1.415231263,389,MW
Male,Black,-1.064007702,0.357556184,390,MB
Male,Black,0.220490719,-1.405235615,391,MB
Female,White,0.587490268,0.710114543,392,FW
Male,Black,-2.165006349,-1.405235615,393,MB
Male,Black,0.220490719,-1.405235615,394,MB
Female,White,-1.981506575,-1.405235615,395,FW
Male,Black,-0.330008604,-1.405235615,396,MB
Male,Black,0.403990493,-1.757793975,397,MB
Male,Black,0.403990493,0.357556184,398,MB
Male,Black,0.770990042,-0.347560536,399,MB
Male,White,0.403990493,1.415231263,400,MW
Male,Black,0.036990944,-0.700118895,401,MB
Male,Black,0.036990944,0.004997824,402,MB
Male,Black,-1.614507026,-1.052677255,403,MB
Male,White,0.587490268,1.415231263,404,MW
Male,Black,0.403990493,1.062672903,405,MB
Male,White,0.587490268,0.004997824,406,MW
Male,Black,-2.715505673,-0.700118895,407,MB
Male,Black,0.587490268,0.357556184,408,MB
Male,Black,0.770990042,-0.347560536,409,MB
Male,Black,0.770990042,1.415231263,410,MB
Male,Black,-0.14650883,0.710114543,411,MB
Male,Black,-0.880507928,-0.347560536,412,MB
Male,Black,-1.064007702,-1.052677255,413,MB
Male,White,0.770990042,1.062672903,414,MW
Female,White,-0.697008153,0.710114543,415,FW
Male,White,0.770990042,1.415231263,416,MW
Female,White,0.587490268,-1.052677255,417,FW
Male,Black,-2.348506124,-1.052677255,418,MB
Male,Black,0.770990042,0.004997824,419,MB
Male,White,0.770990042,1.062672903,420,MW
Male,Black,0.770990042,-1.757793975,421,MB
Male,White,0.770990042,0.710114543,422,MW
Female,Black,0.770990042,0.710114543,423,FB
Male,White,0.770990042,1.415231263,424,MW
Male,White,0.403990493,0.357556184,425,MW
Female,Black,0.220490719,-1.757793975,426,FB
Male,Black,0.587490268,-0.347560536,427,MB
Male,Black,-0.330008604,-1.405235615,428,MB
Male,Black,-1.064007702,-1.405235615,429,MB
Male,Black,-1.064007702,-0.700118895,430,MB
Male,White,-3.082505221,0.004997824,431,MW
Male,Black,-0.697008153,0.004997824,432,MB
Female,Black,0.770990042,-1.405235615,433,FB
Male,Black,-0.513508379,1.415231263,434,MB
Male,Black,-1.614507026,-1.405235615,435,MB
Male,Black,0.587490268,0.004997824,436,MB
Female,Black,0.403990493,0.004997824,437,FB
Male,Black,0.587490268,0.004997824,438,MB
Male,Black,0.220490719,-0.700118895,439,MB
Female,Black,-2.532005898,-1.757793975,440,FB
Male,Black,0.770990042,0.357556184,441,MB
Female,White,0.770990042,-1.052677255,442,FW
Male,Black,0.403990493,-0.700118895,443,MB
Male,Black,-0.14650883,-0.700118895,444,MB
Male,Black,-0.14650883,-0.347560536,445,MB
Male,Black,0.587490268,0.357556184,446,MB
Male,Black,0.220490719,-1.405235615,447,MB
Male,Black,0.770990042,0.357556184,448,MB
Male,Black,0.770990042,1.062672903,449,MB
Male,Black,-0.513508379,-0.347560536,450,MB
Male,Black,0.220490719,1.062672903,451,MB
Female,Black,0.220490719,0.004997824,452,FB
Male,White,0.770990042,0.357556184,453,MW
Male,White,0.036990944,-1.405235615,454,MW
Male,Black,-1.064007702,-0.347560536,455,MB
Female,Black,0.403990493,-0.700118895,456,FB
Male,Black,0.587490268,-1.405235615,457,MB
Male,White,0.587490268,0.710114543,458,MW
Male,Black,-3.266004996,-1.405235615,459,MB
Male,White,0.587490268,0.357556184,460,MW
Female,Black,0.770990042,0.004997824,461,FB
Female,Black,0.770990042,1.062672903,462,FB
Male,White,0.587490268,-0.347560536,463,MW
Male,Black,0.403990493,1.062672903,464,MB
Male,Black,0.403990493,-0.700118895,465,MB
Male,Black,-2.165006349,-1.757793975,466,MB
Male,Black,0.770990042,1.415231263,467,MB
Male,Black,-0.330008604,-0.347560536,468,MB
Male,Black,0.770990042,0.710114543,469,MB
Male,White,-0.513508379,0.357556184,470,MW
Male,Black,-1.614507026,-0.700118895,471,MB
Female,White,0.770990042,0.710114543,472,FW
Male,Black,0.036990944,-1.052677255,473,MB
Male,Black,-2.165006349,-1.757793975,474,MB
Male,White,0.770990042,0.710114543,475,MW
Male,White,0.587490268,0.357556184,476,MW
Male,Black,0.403990493,-0.347560536,477,MB
Female,Black,0.770990042,0.710114543,478,FB
Male,White,0.587490268,1.062672903,479,MW
Male,Black,-1.431007251,-1.052677255,480,MB
Male,Black,-2.899005447,-1.052677255,481,MB
Male,Black,0.036990944,-1.052677255,482,MB
Male,Black,-3.816504319,-1.757793975,483,MB
Male,Black,0.587490268,-0.700118895,484,MB
Male,Black,-0.880507928,-1.052677255,485,MB
Male,White,0.036990944,0.357556184,486,MW
Male,Black,0.220490719,-0.700118895,487,MB
Male,Black,0.220490719,1.062672903,488,MB
Male,White,0.220490719,1.415231263,489,MW
Male,Black,0.770990042,0.357556184,490,MB
Male,Black,0.587490268,0.357556184,491,MB
Male,Black,-0.14650883,0.004997824,492,MB
Male,Black,0.403990493,1.062672903,493,MB
Male,Black,0.587490268,-0.700118895,494,MB
Male,White,0.220490719,-0.700118895,495,MW
Female,White,0.770990042,1.062672903,496,FW
Male,Black,0.587490268,-1.052677255,497,MB
Male,Black,0.403990493,-1.405235615,498,MB
Male,White,0.036990944,0.357556184,499,MW
Male,Black,0.036990944,-1.052677255,500,MB
Male,White,0.770990042,1.062672903,501,MW
Male,Black,-0.14650883,0.004997824,502,MB
Male,Black,-0.697008153,-1.405235615,503,MB
Male,Black,0.770990042,0.710114543,504,MB
Male,Black,-0.697008153,-1.052677255,505,MB
Male,Black,0.036990944,0.357556184,506,MB
Female,White,0.770990042,-0.347560536,507,FW
Male,Black,-4.183503868,-1.052677255,508,MB
Male,Black,-1.431007251,-1.052677255,509,MB
Female,Black,0.220490719,0.710114543,510,FB
Male,Black,0.036990944,-1.405235615,511,MB
Female,Black,0.770990042,1.062672903,512,FB
Male,White,0.587490268,-1.052677255,513,MW
Male,White,0.403990493,0.357556184,514,MW
Male,Black,-0.880507928,-1.757793975,515,MB
Male,Black,0.220490719,0.710114543,516,MB
Male,Black,0.770990042,0.710114543,517,MB
Male,White,0.770990042,1.415231263,518,MW
Male,Black,0.770990042,-0.700118895,519,MB
Male,Black,0.403990493,-0.347560536,520,MB
Male,Black,0.403990493,1.062672903,521,MB
Male,White,0.770990042,0.357556184,522,MW
Male,Black,0.220490719,0.004997824,523,MB
Female,White,0.770990042,0.710114543,524,FW
Female,Black,0.770990042,0.004997824,525,FB
Male,Black,-0.697008153,-0.700118895,526,MB
Male,White,0.770990042,1.415231263,527,MW
Male,Black,0.770990042,1.415231263,528,MB
Female,Black,0.770990042,1.062672903,529,FB
Male,Black,0.403990493,-0.347560536,530,MB
Male,Black,0.403990493,1.415231263,531,MB
Male,Black,0.036990944,0.710114543,532,MB
Female,White,0.220490719,0.357556184,533,FW
Male,Black,0.770990042,1.062672903,534,MB
Male,Black,0.770990042,0.004997824,535,MB
Male,Black,-0.330008604,-0.700118895,536,MB
Male,Black,0.770990042,-0.700118895,537,MB
Male,Black,0.587490268,1.062672903,538,MB
Male,White,0.770990042,0.004997824,539,MW
Male,Black,0.220490719,1.062672903,540,MB
Female,White,0.770990042,1.415231263,541,FW
Male,Black,0.403990493,1.415231263,542,MB
Male,Black,0.587490268,-1.405235615,543,MB
Male,Black,-2.532005898,-1.757793975,544,MB
Male,Black,0.403990493,-1.405235615,545,MB
Male,White,0.587490268,0.710114543,546,MW
Male,Black,-0.880507928,-0.700118895,547,MB
Male,Black,0.770990042,1.062672903,548,MB
Male,Black,0.770990042,0.710114543,549,MB
Female,White,0.770990042,1.415231263,550,FW
Male,Black,-1.614507026,-1.405235615,551,MB
Male,Black,0.587490268,-0.700118895,552,MB
Male,Black,0.036990944,-1.757793975,553,MB
Male,White,0.770990042,0.004997824,554,MW
Male,Black,0.770990042,-1.052677255,555,MB
Male,Black,0.587490268,1.062672903,556,MB
Male,Black,-0.513508379,-0.700118895,557,MB
Male,Black,0.770990042,0.004997824,558,MB
Male,Black,-0.330008604,-0.700118895,559,MB
Male,White,0.587490268,1.415231263,560,MW
Male,White,0.036990944,1.415231263,561,MW
Female,White,0.770990042,0.004997824,562,FW
Male,Black,-0.880507928,-0.347560536,563,MB
Male,Black,0.587490268,-0.347560536,564,MB
Male,Black,0.770990042,1.415231263,565,MB
Male,Black,0.036990944,-1.052677255,566,MB
Male,Black,-1.064007702,-0.700118895,567,MB
Male,Black,0.220490719,0.004997824,568,MB
Male,White,0.587490268,0.004997824,569,MW
Male,Black,-0.14650883,1.415231263,570,MB
Female,Black,-0.14650883,-0.700118895,571,FB
Male,Black,0.770990042,1.415231263,572,MB
Male,White,-0.513508379,-1.405235615,573,MW
Male,Black,0.770990042,-0.700118895,574,MB
Male,Black,0.220490719,0.357556184,575,MB
Female,Black,0.403990493,0.357556184,576,FB
Male,Black,0.587490268,-0.700118895,577,MB
Male,White,-0.697008153,0.357556184,578,MW
Male,Black,-0.14650883,-1.757793975,579,MB
Male,Black,0.770990042,-1.052677255,580,MB
Male,Black,0.587490268,1.415231263,581,MB
Male,Black,-0.14650883,0.004997824,582,MB
Male,Black,-2.165006349,0.357556184,583,MB
Male,Black,-2.715505673,0.710114543,584,MB
Male,White,0.587490268,-0.347560536,585,MW
Male,Black,0.587490268,-0.700118895,586,MB
Male,Black,0.036990944,0.357556184,587,MB
Male,Black,0.587490268,0.004997824,588,MB
Male,Black,0.770990042,1.415231263,589,MB
Male,Black,0.770990042,-0.347560536,590,MB
Male,Black,0.587490268,-0.347560536,591,MB
Male,Black,0.770990042,-0.700118895,592,MB
Male,White,-0.14650883,0.710114543,593,MW
Male,Black,0.587490268,0.004997824,594,MB
Male,Black,-2.348506124,-0.700118895,595,MB
Male,Black,-1.064007702,-1.757793975,596,MB
